"Remove from my wishlist","Keluarkan daripada senarai hajat"
"This Wish List has no Items","Tiada item dalam Senarai Hajat"
"Clear All","Kosongkan Semua"
"Social Login","Log Masuk Social"
"Login By %1","Log Masuk Dengan %1"
"Sign in with %1","Daftar masuk dengan %1"
"Search by distance","Cari mengikut jarak"
"Search by area","Cari mengikut kawasan"
"Enter a location...","Masukkan lokasi…"
"Reset","Penetapan semula"
"Store Name","Nama Kedai"
"Select Country","Pilih Negara"
"Select country","Pilih negara"
"Select State/Province","Pilih Negeri/Wilayah"
"Zip Code","Kod Zip"
"Select All","Pilih Semua"
"Unmark All","Semua Tidak Bertanda"
"Always","Sentiasa",module,Magento_Captcha
"After number of attempts to login","Selepas berapa kali percubaan untuk log masuk",module,Magento_Captcha
"Provided form does not exist","Borang disediakan tidak wujud",module,Magento_Captcha
"Incorrect CAPTCHA","CAPTCHA Salah",module,Magento_Captcha
"Incorrect CAPTCHA.","CAPTCHA Salah.",module,Magento_Captcha
"The account is locked. Please wait and try again or contact %1.","Akaun anda telah terkunci. Sila tunggu dan cuba sekali lagi atau hubungi %1.",module,Magento_Captcha
"Please enter the letters from the image","Sila masukkan huruf daripada dalam gambar",module,Magento_Captcha
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Attention</strong>:  Huruf Captcha mesti sama.",module,Magento_Captcha
"Reload captcha","Muat semula captcha",module,Magento_Captcha
"Please type the letters below","Sila taip huruf di bawah",module,Magento_Captcha
"Product with SKU ""%1"" does not exist","Produk dengan SKU ""%1"" tidak wujud",module,Magento_CatalogInventory
"The fewest you may purchase is %1.","Paling sedikit anda boleh beli adalah %1",module,Magento_CatalogInventory
"Please correct the quantity for some products.","Sila betulkan jumlah sesetengah produk.",module,Magento_CatalogInventory
"The most you may purchase is %1.","Paling banyak anda boleh beli adalah %1",module,Magento_CatalogInventory
"We don't have as many ""%1"" as you requested.","Kami tidak mempunyai sebanyak ""%1"" yang anda minta.",module,Magento_CatalogInventory
"We don't have as many ""%1"" as you requested, but we'll back order the remaining %2.","Kami tidak mempunyai sebanyak ""%1"" yang anda minta, tetapi kami akan memesan %2 pesanan baki .",module,Magento_CatalogInventory
"We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2.","Kami tidak mempunyai sebanyak ""%1"" yang anda minta, jadi kami akan memesan %2 pesanan baki.",module,Magento_CatalogInventory
"You can buy %1 only in quantities of %2 at a time.","Anda boleh membeli hanya %1 kuantiti sahaja dalam masa %2 jam.",module,Magento_CatalogInventory
"You can buy this product only in quantities of %1 at a time.","Anda boleh membeli produk ini hanya dalam kuantiti pada masa %1 jam.",module,Magento_CatalogInventory
"Shopping Cart","Troli Pembelian",module,Magento_Checkout
"City","Bandar",module,Magento_Checkout
"Country","Negara",module,Magento_Checkout
"State/Province","Negeri/Wilayah",module,Magento_Checkout
"Zip/Postal Code","Kod Poskod/Zip",module,Magento_Checkout
"My Cart (1 item)","Troli Saya (1 item)",module,Magento_Checkout
"My Cart (%1 items)","Troli Saya (%1 item)",module,Magento_Checkout
"My Cart","Troli Saya",module,Magento_Checkout
"For delivery questions.","Soalan-soalan mengenai penghantaran",module,Magento_Checkout
"Customer is already registered","Pelanggan telah berdaftar",module,Magento_Checkout
"Your session has expired","Sesi anda telah tamat",module,Magento_Checkout
"A letter with further instructions will be sent to your email.","Surat dengan arahan seterusnya telah dihantar ke e-mel anda.",module,Magento_Checkout
"You added %1 to your shopping cart.","Anda menambah %1 pada troli pembelian anda.",module,Magento_Checkout
"We can't add this item to your shopping cart right now.","Kami tidak boleh menambah item ini pada troli pembelian anda sekarang.",module,Magento_Checkout
"Out of stock","Kehabisan stok",module,Magento_Checkout
"We can't find the quote item.","Kami tidak dapat menemui item yang disebut.",module,Magento_Checkout
"We cannot configure the product.","Kami tidak dapat mengkonfigurasi produk ini.",module,Magento_Checkout
"You used coupon code ""%1"".","Anda telah menggunakan kod kupon ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Kod kupon ""%1"" adalah tidak sah.",module,Magento_Checkout
"You canceled the coupon code.","Anda telah membatalkan kod kupon.",module,Magento_Checkout
"We cannot apply the coupon code.","Kami tidak boleh menggunakan kod kupon.",module,Magento_Checkout
"We can't remove the item.","Kami tidak boleh mengeluarkan item.",module,Magento_Checkout
"%1 was updated in your shopping cart.","Troli pembelian anda telah dikemas kini sebanyak %1",module,Magento_Checkout
"We can't update the item right now.","Kami tidak boleh mengemas kini item sekarang.",module,Magento_Checkout
"We can't update the shopping cart.","Kami tidak boleh mengemas kini troli pembelian sekarang.",module,Magento_Checkout
"One-page checkout is turned off.","Satu halaman semak keluar telah ditutup.",module,Magento_Checkout
"Guest checkout is disabled.","Laman semak keluar pelanggan telah dilumpuhkan.",module,Magento_Checkout
"Checkout","Semak Keluar",module,Magento_Checkout
"Page not found.","Halaman tidak dijumpai.",module,Magento_Checkout
"Please agree to all the terms and conditions before placing the order.","Sila bersetuju dengan semua terma dan syarat sebelum melakukan pesanan.",module,Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Ralat telah berlaku semasa memproses pesanan anda. Sila cuba sekali lagi.",module,Magento_Checkout
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","tidak sampai %1 \Magento\Checkout\CustomerData\ItemInterface",module,Magento_Checkout
"Payment Method","Kaedah Pembayaran",module,Magento_Checkout
"Payment Page","Halaman Pembayaran",module,Magento_Checkout
"We can't find the product.","Kami tidak dapat mencari produk.",module,Magento_Checkout
"We found an invalid request for adding product to quote.","Kami menemui permintaan yang tidak sah untuk menambah produk pada sebut harga.",module,Magento_Checkout
"The product does not exist.","Produk ini tidak wujud.",module,Magento_Checkout
"We don't have some of the products you want.","Kami tidak mempunyai sesetengah produk yang anda mahu.",module,Magento_Checkout
"We don't have as many of some products as you want.","Kami tidak mempunyai seberapa banyak produk yang anda mahu.",module,Magento_Checkout
"Quantity was recalculated from %1 to %2","Kuantiti dikira semula daripada %1 ke %2",module,Magento_Checkout
"We adjusted product quantities to fit the required increments.","Kami menyesuaikan kuantiti produk agar sesuai dengan kenaikan yang diperlukan.",module,Magento_Checkout
"This quote item does not exist.","Item yang disebut tidak wujud.",module,Magento_Checkout
"Display number of items in cart","Jumlah item dipaparkan pada troli pembelian",module,Magento_Checkout
"Display item quantities","Jumlah item dipaparkan",module,Magento_Checkout
"An error occurred on the server. Please try to place the order again.","Terdapat ralat pada pelayan. Sila cuba untuk memesan sekali lagi.",module,Magento_Checkout
"Shipping address is not set","Alamat penghantaran belum ditetapkan",module,Magento_Checkout
"Unable to save shipping information. Please check input data.","Maklumat penghantaran tidak dapat disimpan. Sila periksa data semula.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Carrier dengan kaedah ini tidak ditemui: %1, %2",module,Magento_Checkout
"Shipping method is not applicable for empty cart","Kaedah penghantaran tidak boleh digunakan pada troli pembelian yang kosong",module,Magento_Checkout
" item","item",module,Magento_Checkout
" items","item-item",module,Magento_Checkout
"Totals calculation is not applicable to empty cart","Pengiraan jumlah tidak boleh digunakan pada troli pembelian yang kosong",module,Magento_Checkout
"Invalid data","Data Tidak Sah",module,Magento_Checkout
"The customer address is not valid.","Alamat pelanggan tidak sah.",module,Magento_Checkout
"Invalid shipping method","Kaedah penghantaran tidak sah",module,Magento_Checkout
"There are more than one shipping addresses.","Terdapat lebih daripada satu alamat penghantaran.",module,Magento_Checkout
"Sorry, guest checkout is not available.","Maaf, semak keluar tetamu tidak boleh didapati.",module,Magento_Checkout
"Apply Discount Code","Guna Kod Diskaun",module,Magento_Checkout
"Enter discount code","Masukkan kod diskaun",module,Magento_Checkout
"Apply Discount","Guna Diskaun",module,Magento_Checkout
"Cancel Coupon","Batalkan Kupon",module,Magento_Checkout
"Shopping Cart Items","Item-Item Troli Pembelian",module,Magento_Checkout
"Item","Item",module,Magento_Checkout
"Price","Harga",module,Magento_Checkout
"Qty","Kuantiti",module,Magento_Checkout
"Subtotal","Jumlah Kecil",module,Magento_Checkout
"Continue Shopping","Teruskan Membeli",module,Magento_Checkout
"Clear Shopping Cart","Kosongkan Troli Pembelian",module,Magento_Checkout
"Update Shopping Cart","Kemas kini Troli Pembelian",module,Magento_Checkout
"Update Cart","Kemas kini Troli",module,Magento_Checkout
"See price before order confirmation.","Lihat harga sebelum mengesahkan pesanan.",module,Magento_Checkout
"What's this?","Apa dia?",module,Magento_Checkout
"Edit item parameters","Edit parameter item",module,Magento_Checkout
"Edit","Edit",module,Magento_Checkout
"Remove item","Keluarkan item",module,Magento_Checkout
"You have no items in your shopping cart.","Tiada item pada troli pembelian anda.",module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Klik <a href=""%1"">sini</a> untuk teruskan membeli.",module,Magento_Checkout
"Estimate Tax","Nilai Anggaran Cukai",module,Magento_Checkout
"Estimate Shipping and Tax","Nilai Anggaran Cukai dan Penghantaran",module,Magento_Checkout
"Excl. Tax","Tidak termasuk Cukai",module,Magento_Checkout
"Loading...","Pemuatan…",module,Magento_Checkout
"Order #","Pesanan #",module,Magento_Checkout
"Proceed to Checkout","Teruskan untuk Semak Keluar",module,Magento_Checkout
"Product Name","Nama Produk",module,Magento_Checkout
"Incl. Tax","Termasuk Cukai",module,Magento_Checkout
"Your order number is: %1.","Nombor pesanan anda adalah: %1.",module,Magento_Checkout
"Your order # is: <span>%1</span>.","Pesanan anda adalah #: <span>%1</span>.",module,Magento_Checkout
"We'll email you an order confirmation with details and tracking info.","Kami akan menghantar e-mel pengesahan pesanan anda bersama maklumat dan info jejakan.",module,Magento_Checkout
"Page not found.","Halaman ini tidak dijumpai.",module,Magento_Contact
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Terima kasih kerana menghubungi kami menerusi komen dan soalan. Kami akan memberi respon sebentar lagi.",module,Magento_Contact
"We can't process your request right now. Sorry, that's all we know.","Kami tidak boleh memproses permintaan anda buat masa sekarang. Maaf, itu sahaja yang kami tahu.",module,Magento_Contact
"* Required Fields","* Maklumat Diperlukan",module,Magento_Contact
"Write Us","Tulis Kepada Kami",module,Magento_Contact
"Jot us a note and we‚Äôll get back to you as quickly as possible.","Sila tinggalkan nota pesanan dan kami, Äôll akan kembali kepada anda sebentar lagi.",module,Magento_Contact
"Name","Nama",module,Magento_Contact
"Email","E-mel",module,Magento_Contact
"Phone Number","Nombor Telefon",module,Magento_Contact
"What‚Äôs on your mind?","Apa, Äôll yang berada di minda anda?",module,Magento_Contact
"Submit","Hantar",module,Magento_Contact
"We use cookies to make your experience better.","Kami menggunakan cookies untuk menawarkan pengalaman yang lebih baik kepada anda.",module,Magento_Cookie
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Untuk mematuhi arahan e-Privasi baru, kami perlu meminta persetujuan anda untuk menetapkan cookies.",module,Magento_Cookie
"Sign Out","Daftar Keluar",module,Magento_Customer
"Sign In","Daftar Masuk",module,Magento_Customer
"You subscribe to our newsletter.","Anda telah melanggan surat berita kami.",module,Magento_Customer
"You don't subscribe to our newsletter.","Anda tidak melanggan surat berita kami.",module,Magento_Customer
"You have not set a default shipping address.","Anda masih belum menetap alamat penghantaran tetap.",module,Magento_Customer
"You have not set a default billing address.","Anda masih belum menetap alamat surat-menyurat tetap.",module,Magento_Customer
"Address Book","Buku Alamat",module,Magento_Customer
"Edit Address","Edit Alamat",module,Magento_Customer
"Add New Address","Tambah Alamat Baru",module,Magento_Customer
"region","kawasan",module,Magento_Customer
"Create Order","Buat Pesanan",module,Magento_Customer
"Save Customer","Simpan Pelanggan",module,Magento_Customer
"Delete Customer","Padam Pelanggan",module,Magento_Customer
"Reset Password","Menetap semula Kata Laluan",module,Magento_Customer
"Force Sign-In","Paksa Daftar Masuk",module,Magento_Customer
"New Customer","Pelanggan Baru",module,Magento_Customer
"Save and Continue Edit","Teruskan Edit dan Simpan",module,Magento_Customer
"Back","Kembali",module,Magento_Customer
"Please select","Sila pilih",module,Magento_Customer
"Reset","Menetap semula",module,Magento_Customer
"ID","ID",module,Magento_Customer
"Product","Produk",module,Magento_Customer
"SKU","SKU",module,Magento_Customer
"Quantity","Kuantiti",module,Magento_Customer
"Price","Harga",module,Magento_Customer
"Total","Jumlah",module,Magento_Customer
"Action","Tindakan",module,Magento_Customer
"Configure","Konfigurasi",module,Magento_Customer
"Delete","Memadam",module,Magento_Customer
"Shopping Cart from %1","Troli Pembelian daripada %1",module,Magento_Customer
"Newsletter","Surat Berita",module,Magento_Customer
"Newsletter Information","Maklumat Surat Berita",module,Magento_Customer
"Subscribed to Newsletter","Telah Melanggan Surat Berita",module,Magento_Customer
"Last Date Subscribed","Tarikh Akhir Melanggan",module,Magento_Customer
"Last Date Unsubscribed","Tarikh Akhir Tidak Melanggan",module,Magento_Customer
"No Newsletter Found","Surat Berita Tidak Temui",module,Magento_Customer
"Start date","Tarikh mula",module,Magento_Customer
"End Date","Tarikh akhir",module,Magento_Customer
"Receive Date","Tarikh terima",module,Magento_Customer
"Subject","Subjek",module,Magento_Customer
"Status","Status",module,Magento_Customer
"Sent","Hantar",module,Magento_Customer
"Cancel","Batal",module,Magento_Customer
"Not Sent","Tidak Hantar",module,Magento_Customer
"Sending","Menghantar",module,Magento_Customer
"Paused","Berhenti",module,Magento_Customer
"View","Lihat",module,Magento_Customer
"Unknown","Tidak Dikenali",module,Magento_Customer
"Order","Pesanan",module,Magento_Customer
"Purchased","Pembelian",module,Magento_Customer
"Bill-to Name","Nama untuk Surat-Menyurat",module,Magento_Customer
"Ship-to Name","Nama untuk Dihantar",module,Magento_Customer
"Order Total","Jumlah Pesanan",module,Magento_Customer
"Purchase Point","Tempat Pembelian",module,Magento_Customer
"Customer View","Pandangan Pelanggan",module,Magento_Customer
"There are no items in customer's shopping cart.","Tiada item pada troli pembelian pelanggan.",module,Magento_Customer
"Qty","Kuantiti",module,Magento_Customer
"Confirmed","Pengesahan",module,Magento_Customer
"Confirmation Required","Pengesahan Diperlukan",module,Magento_Customer
"Confirmation Not Required","Pengesahan Tidak Diperlukan",module,Magento_Customer
"Indeterminate","Tidak Pasti",module,Magento_Customer
"The customer does not have default billing address.","Pelanggan ini tidak mempunyai alamat surat-menyurat yang tetap.",module,Magento_Customer
"Offline","Luar talian",module,Magento_Customer
"Online","Dalam talian",module,Magento_Customer
"Never","Tidak Pernah",module,Magento_Customer
"Unlocked","Dibuka",module,Magento_Customer
"Locked","Ditutup",module,Magento_Customer
"Deleted Stores","Kedai Dipadam",module,Magento_Customer
"Add Locale","Tambah Lokasi",module,Magento_Customer
"Add Date","Tambah Tarikh",module,Magento_Customer
"Days in Wish List","Hari dalam Senarai Hajat",module,Magento_Customer
"Unlock","Dibuka",module,Magento_Customer
"No","Tidak",module,Magento_Customer
"Yes","Ya",module,Magento_Customer
"Delete File","Memadam Fail",module,Magento_Customer
"Download","Muat turun",module,Magento_Customer
"Delete Image","Padam Imej",module,Magento_Customer
"View Full Size","Lihat Saiz Penuh",module,Magento_Customer
"All countries","Semua negara",module,Magento_Customer
"Customer Groups","Kumpulan Pelanggan",module,Magento_Customer
"Add New Customer Group","Tambah Kumpulan Pelanggan Baru",module,Magento_Customer
"Save Customer Group","Simpan Kumpulan Pelanggan",module,Magento_Customer
"Delete Customer Group","Padam Kumpulan Pelanggan",module,Magento_Customer
"New Customer Group","Kumpulan Pelanggan Baru",module,Magento_Customer
"Edit Customer Group ""%1","Edit Kumpulan Pelanggan ""%1",module,Magento_Customer
"Group Information","Maklumat Kumpulan",module,Magento_Customer
"Group Name","Nama Kumpulan",module,Magento_Customer
"Maximum length must be less then %1 characters.","Panjang maksimum mestilah kurang daripada %1 karakter.",module,Magento_Customer
"Customer Login","Log Masuk Pelanggan",module,Magento_Customer
"Create New Customer Account","Cipta Akaun Pelanggan Baru",module,Magento_Customer
"Date of Birth","Tarikh Lahir",module,Magento_Customer
"Bad request.","Ralat permintaan.",module,Magento_Customer
"This confirmation key is invalid or has expired.","Kunci pengesahan ini tidak sah atau telah tamat tempoh.",module,Magento_Customer
"There was an error confirming the account","Terdapat ralat semasa mengesahkan akaun",module,Magento_Customer
"Thank you for registering with %1.","Terima kasih kerana mendaftar dengan %1.",module,Magento_Customer
"Please check your email for confirmation key.","Sila periksa e-mel anda untuk kunci pengesahan.",module,Magento_Customer
"This email does not require confirmation.","E-mel ini tidak memerlukan pengesahan.",module,Magento_Customer
"Wrong email.","E-mel salah.",module,Magento_Customer
"Your password reset link has expired.","Pautan menetap semula kata laluan anda telah tamat tempoh.",module,Magento_Customer
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Anda perlu mengesahkan akaun anda. Sila periksa e-mel anda untuk pautan pengesahan atau <a href=""%1"">klik sini</a> untuk pautan baru.",module,Magento_Customer
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Terdapat akaun sedia ada dengan alamat e-mel ini. Jika anda pasti ini adalah alamat e-mel anda  <a href=""%1"">klik sini</a> untuk dapatkan akses dan kata laluan akaun anda.",module,Magento_Customer
"We can't save the customer.","Kami tidak boleh menyimpan pelanggan ini.",module,Magento_Customer
"Please make sure your passwords match.","Sila pastikan kata laluan anda sepadan.",module,Magento_Customer
"Account Information","Maklumat Akaun",module,Magento_Customer
"You saved the account information.","Anda telah menyimpan maklumat akaun.",module,Magento_Customer
"Invalid login or password.","Log masuk atau kata laluan tidak sah.",module,Magento_Customer
"Password confirmation doesn't match entered password.","Pengesahan kata laluan tidak sepadan dengan kata laluan yang dimasukkan.",module,Magento_Customer
"The password doesn't match this account.","Kata laluan tidak sepadan dengan akaun ini.",module,Magento_Customer
"Please correct the email address.","Sila betulkan alamat e-mel.",module,Magento_Customer
"We're unable to send the password reset email.","Kami tidak dapat menghantar e-mel penetapan semula kata laluan.",module,Magento_Customer
"Please enter your email.","Sila masukkan e-mel anda.",module,Magento_Customer
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Sekiranya terdapat %1 akaun yang berkaitan, anda akan menerima e-mel dengan pautan untuk menetap semula kata laluan.",module,Magento_Customer
"My Account","Akaun Saya",module,Magento_Customer
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","Akaun ini tidak disahkan. <a href=""%1"">Klik sini</a> untuk e-mel pengesahan dihantar semula.",module,Magento_Customer
"An unspecified error occurred. Please contact us for assistance.","Ralat tidak ditentukan telah berlaku. Sila hubungi kami untuk mendapatkan bantuan.",module,Magento_Customer
"A login and a password are required.","Log masuk dan kata laluan diperlukan.",module,Magento_Customer
"New Password and Confirm New Password values didn't match.","Kata Laluan dan Pengesahan Kata Laluan baru tidak sepadan",module,Magento_Customer
"Please enter a new password.","Sila masukkan kata laluan baru.",module,Magento_Customer
"You updated your password.","Anda telah mengemas kini kata laluan anda.",module,Magento_Customer
"Something went wrong while saving the new password.","Ralat berlaku semasa menyimpan kata laluan baru.",module,Magento_Customer
"You deleted the address.","Anda telah memadam alamat.",module,Magento_Customer
"We can't delete the address right now.","Kami tidak boleh memadam alamat anda sekarang.",module,Magento_Customer
"You saved the address.","Anda telah menyimpan alamat.",module,Magento_Customer
"We can't save the address.","Kami tidak boleh menyimpan alamat.",module,Magento_Customer
"No customer ID defined.","Tiada ID pelanggan yang jelas.",module,Magento_Customer
"Please correct the quote items and try again.","Sila betulkan item yang disebut dan cuba sekali lagi.",module,Magento_Customer
"Please enter a password with at most %1 characters.","Sila masukkan kata laluan dengan %1 karekter paling banyak.",module,Magento_Customer
"Please enter a password with at least %1 characters.","Sila masukkan kata laluan dengan %1 karekter paling sedikit.",module,Magento_Customer
"The password can't begin or end with a space.","Kata laluan tidak boleh bermula dan berakhir dengan jarak.",module,Magento_Customer
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Perbezaan karekter dalam kata laluan minimum adalah %1. Jenis-jenis karekter:  Huruf Kecil,  Huruf Besar, Karekter Istimewa.",module,Magento_Customer
"This customer already exists in this store.","Pelanggan ini telah wujud dalam kedai ini.",module,Magento_Customer
"A customer with the same email already exists in an associated website.","Pelanggan dengan e-mel yang sama telah wujud dalam laman web bersekutu.",module,Magento_Customer
"%fieldName is a required field.","%ruang Nama diperlukan",module,Magento_Customer
"Reset password token mismatch.","Token penetapan kata laluan tidak sepadan.",module,Magento_Customer
"Reset password token expired.","Token penetapan kata laluan telah tamat tempoh.",module,Magento_Customer
"Please correct the transactional account email type.","Sila betulkan transaksi  jenis akaun e-mel.",module,Magento_Customer
"Please enter the first name.","Sila masukkan nama pertama.",module,Magento_Customer
"Please enter the last name.","Sila masukkan nama terakhir.",module,Magento_Customer
"Please enter the street.","Sila masukkan nama jalan.",module,Magento_Customer
"Please enter the city.","Sila masukkan nama bandar.",module,Magento_Customer
"Please enter the phone number.","Sila masukkan nombor telefon.",module,Magento_Customer
"Please enter the zip/postal code.","Sila masukkan kod poskod/zip.",module,Magento_Customer
"Please enter the country.","Sila masukkan nama negara.",module,Magento_Customer
"Please enter the state/province.","Sila masukkan nama negeri/wilayah.",module,Magento_Customer
"%1"" is a required value.","%1"" adalah nilai yang diperlukan.",module,Magento_Customer
"Global","Global",module,Magento_Customer
"Per Website","Setiap Laman Web",module,Magento_Customer
"We can't share customer accounts globally when the accounts share identical email addresses on more than one website.","Kami tidak boleh berkongsi akaun pelanggan secara global apabila akaun berkongsi alamat e-mel yang sama pada lebih daripada satu laman web.",module,Magento_Customer
"Billing Address","Alamat Surat-Menyurat",module,Magento_Customer
"Shipping Address","Alamat Penghantaran",module,Magento_Customer
"NOT LOGGED IN","TIDAK LOG MASUK",module,Magento_Customer
"Label","Label",module,Magento_Customer
"Select...","Pilih…",module,Magento_Customer
"Edit","Edit",module,Magento_Customer
"Visitor","Pengunjung",module,Magento_Customer
"Customer","Pelanggan",module,Magento_Customer
"No item specified.","Tiada item spesifik.",module,Magento_Customer
"Are you sure you want to remove this item?","Adakah anda pasti mahu mengeluarkan item ini?",module,Magento_Customer
"Personal Information","Maklumat Peribadi",module,Magento_Customer
"Default Shipping Address","Alamat Penghantaran Tetap",module,Magento_Customer
"Contact Information","Maklumat Untuk Dihubungi",module,Magento_Customer
"Change Password","Tukar Kata Laluan",module,Magento_Customer
"Newsletters","Surat Berita",module,Magento_Customer
"You subscribe to ""General Subscription"".","Anda telah melanggan ""Langganan Khas""",module,Magento_Customer
"or","atau",module,Magento_Customer
"Default Addresses","Alamat-Alamat Tetap",module,Magento_Customer
"Change Billing Address","Tukar Alamat Surat-Menyurat",module,Magento_Customer
"You have no default billing address in your address book.","Anda tidak mempunyai alamat surat-menyurat yang tetap di dalam buku alamat.",module,Magento_Customer
"Change Shipping Address","Tukar Alamat Penghantaran",module,Magento_Customer
"You have no default shipping address in your address book.","Anda tidak mempunyai alamat surat-menyurat yang tetap di dalam buku alamat.",module,Magento_Customer
"Additional Address Entries","Kemasukan Alamat Tambahan",module,Magento_Customer
"Delete Address","Padam Alamat",module,Magento_Customer
"You have no other address entries in your address book.","Tiada kemasukkan alamat lain di dalam buku alamat anda.",module,Magento_Customer
"* Required Fields","* Maklumat Diperlukan",module,Magento_Customer
"Company","Syarikat",module,Magento_Customer
"Phone Number","Nombor Telefon",module,Magento_Customer
"Fax","Faks",module,Magento_Customer
"Address","Alamat",module,Magento_Customer
"Street Address","Alamat Jalan",module,Magento_Customer
"Street Address %1","Alamat Jalan %1",module,Magento_Customer
"City","Bandar",module,Magento_Customer
"State/Province","Negeri/Wilayah",module,Magento_Customer
"Please select a region, state or province.","Sila pilih kawasan, negeri atau wilayah.",module,Magento_Customer
"Zip/Postal Code","Kod Poskod/Zip",module,Magento_Customer
"Country","Negara",module,Magento_Customer
"It's a default billing address.","Alamat Surat-Menyurat yang tetap.",module,Magento_Customer
"Use as my default billing address","Guna sebagai alamat surat-menyurat saya yang tetap",module,Magento_Customer
"It's a default shipping address.","Alamat penghantaran yang tetap",module,Magento_Customer
"Use as my default shipping address","Guna sebagai alamat penghantaran saya yang tetap",module,Magento_Customer
"Save Address","Simpan Alamat",module,Magento_Customer
"Go back","Kembali",module,Magento_Customer
"Please enter your email below and we will send you the confirmation link.","Sila masukkan e-mel di bawah dan kami akan hantarkan pautan pengesahan.",module,Magento_Customer
"Email","E-mel",module,Magento_Customer
"Send confirmation link","Hantar pautan pengesahan",module,Magento_Customer
"Back to Sign In","Kembali ke Daftar Masuk",module,Magento_Customer
"Change Email","Tukar E-mel",module,Magento_Customer
"Change Email and Password","Tukar E-mel dan Kata Laluan",module,Magento_Customer
"Current Password","Kata Laluan Semasa",module,Magento_Customer
"New Password","Kata Laluan Baru",module,Magento_Customer
"Password Strength","Kekuatan Kata Laluan",module,Magento_Customer
"No Password","Tiada Kata Laluan",module,Magento_Customer
"Confirm New Password","Sahkan Kata Laluan Baru",module,Magento_Customer
"Save","Simpan",module,Magento_Customer
"Please enter your email address below to receive a password reset link.","Sila masukkan e-mel di bawah untuk menerima pautan penetapan semula kata laluan.",module,Magento_Customer
"Reset My Password","Tetap Semula Kata Laluan Saya",module,Magento_Customer
"Registered Customers","Pelanggan Berdaftar",module,Magento_Customer
"If you have an account, sign in with your email address.","Sekiranya anda sudah mempunyai akaun, daftar masuk dengan alamat e-mel anda.",module,Magento_Customer
"Password","Kata Laluan",module,Magento_Customer
"Forgot Your Password?","Terlupa Kata Laluan Anda?",module,Magento_Customer
"Subscription option","Pilihan Langganan",module,Magento_Customer
"General Subscription","Langganan Khas",module,Magento_Customer
"Sign Up for Newsletter","Daftar Masuk untuk Surat Berita",module,Magento_Customer
"Address Information","Maklumat Alamat",module,Magento_Customer
"Sign-in Information","Maklumat Daftar Masuk",module,Magento_Customer
"Confirm Password","Sahkan Kata Laluan",module,Magento_Customer
"Create an Account","Cipta Akaun",module,Magento_Customer
"Set a New Password","Tetapkan Kata Laluan Baru",module,Magento_Customer
"You have signed out and will go to our homepage in 5 seconds.","Anda akan dibawa ke laman utama kami dalam masa 5 saat.",module,Magento_Customer
"You are signed out","Anda telah daftar keluar",module,Magento_Customer
"New Customers","Pelanggan-Pelanggan Baru",module,Magento_Customer
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Terdapat banyak kelebihan dengan mencipta akaun: semak keluar dengan pantas,  simpan lebih daripada satu alamat, jejak pesanan dan banyak lagi.",module,Magento_Customer
"Gender","Jantina",module,Magento_Customer
"Name","Nama",module,Magento_Customer
"Male","Lelaki",module,Magento_Customer
"Female","Perempuan",module,Magento_Customer
"Not Specified","Tiada Spesifikasi",module,Magento_Customer
"Gift Messages are not applicable for empty cart","Mesej Hadiah tidak boleh digunakan pada troli kosong",module,Magento_GiftMessage
"Gift Messages are not applicable for virtual products","Mesej Hadiah tidak boleh digunakan pada produk maya",module,Magento_GiftMessage
"Gift Message is not available","Mesej Hadiah tidak boleh didapati",module,Magento_GiftMessage
"Could not add gift message to shopping cart","Tidak boleh menambah mesej hadiah ke troli pembelian",module,Magento_GiftMessage
"There is no item with provided id in the cart","Tiada item dengan ID yang disediakan di dalam troli",module,Magento_GiftMessage
"There is no product with provided  itemId: %1 in the cart","Tiada produk dengan ID yang disediakan: %1 dalam troli",module,Magento_GiftMessage
"There is no item with provided id in the order","Tiada item dengan ID yang disediakan di dalam pesanan",module,Magento_GiftMessage
"There is no item with provided id in the order or gift message isn't allowed","Tiada item dengan ID yang disediakan di dalam pesanan atau mesej hadiah yang tidak dibenarkan",module,Magento_GiftMessage
"Could not add gift message to order: ""%1","Tidak boleh menambah mesej hadiah untuk memesan: ""%1",module,Magento_GiftMessage
"There is no order with provided id or gift message isn't allowed","Tiada pesanan dengan ID yang disediakan atau mesej hadiah yang tidak dibenarkan",module,Magento_GiftMessage
"There is no order with provided id","Tiada pesanan dengan ID yang disediakan",module,Magento_GiftMessage
